school,other,ticket_sales,year,total_revenues,student_fees,contributions,rights_and_licensing,school_funds
Oregon,6741185,26625906,2014,196030398,1715099,124927474,35580734,440000
Oregon,9991667,25257158,2013,115241070,1524045,46627597,31027271,813332
Oregon,8119540,23349642,2012,94635829,1524044,32387615,28303172,951816
Oregon,7721939,19982098,2011,85819699,1460076,33214707,22481100,959779
Oregon,6680709,18102199,2010,122394483,1544344,73809775,21116658,1140798
Oregon,4658443,17153036,2009,59049245,0,17909222,17930450,1398094
Oregon,2606070,17410851,2008,56623901,0,18347181,17091388,1168411
Oregon,6431009,15545126,2007,50489771,0,10589184,17924452,0
Oregon,6610368,13418338,2006,45197269,1417567,11863044,11887952,0
Oregon,5638764,12151382,2005,39976635,1369845,11651406,9165238,0
Texas,9024320,53655400,2014,161035187,0,37633031,60722436,0
Texas,8672517,60860735,2013,165691486,0,37386271,58771963,0
Texas,9448342,59207378,2012,163295115,0,40747347,53892048,0
Texas,9526251,61196689,2011,150295926,0,37337126,42235860,0
Texas,8850877,56741662,2010,143555354,0,37110292,40852523,0
Texas,9174403,55394209,2009,138459149,0,37291370,36599167,0
Texas,7232758,44691119,2008,120288370,1832229,35057421,31474843,0
Texas,7703591,44562934,2007,105048632,1884145,27190731,23707231,0
Texas,9139199,34280260,2006,97756776,1690855,26507774,26138688,0
Texas,7625245,33507576,2005,89651682,1673928,22324445,23167106,1353382
Michigan,13506085,53269056,2014,157899820,0,35267267,55601096,256316
Michigan,14887203,43135543,2013,143514125,0,31285461,53950086,255832
Michigan,7120231,52369702,2012,140131187,0,28518000,51864369,258885
Michigan,6090650,41668589,2011,122739052,0,27961623,46745506,272684
Michigan,5794617,41715138,2010,106874031,0,19297426,39833680,233170
Michigan,5787858,37541590,2009,95193030,0,12752000,39090935,20647
Michigan,7506054,40258325,2008,99027105,0,15138000,36065909,58817
Michigan,8911110,35865979,2007,89079982,0,13888996,30361932,51965
Michigan,7768372,36681373,2006,85452441,0,13961314,27004264,37118
Michigan,6915685,31432123,2005,78424186,0,16342620,23733758,0
Alabama,25300181,37219343,2014,153234273,0,32196689,52520960,5997100
Alabama,18814859,38904537,2013,143776550,0,34233035,46032919,5791200
Alabama,13407421,33043253,2012,124899945,0,30390598,42597473,5461200
Alabama,19691397,31712455,2011,124498616,0,30082101,37777363,5235300
Alabama,22825539,29874977,2010,130542153,0,33739056,39122581,4980000
Alabama,10784788,28611953,2009,100302512,0,29641806,26212980,5050985
Alabama,33710425,28410419,2008,123769841,0,29860400,22331335,9457262
Alabama,8544233,22746457,2007,87589777,3786115,26979612,22035823,3497537
Alabama,6472090,18669242,2006,67730762,2803256,22397071,17389103,0
Alabama,5649956,18418306,2005,62287192,2550605,20262542,15405783,0
Ohio State,11087539,56002638,2014,145232681,0,28201658,49940846,0
Ohio State,17066959,54598907,2013,139639307,0,22204606,45768835,0
Ohio State,33244453,49107015,2012,142043057,0,19106302,40585287,0
Ohio State,20572398,50009395,2011,131815821,0,17636938,43597090,0
Ohio State,11789780,39515387,2010,123174176,0,27327347,44541662,0
Ohio State,14071879,40776260,2009,119711581,0,27321161,37542281,0
Ohio State,12060571,38608138,2008,115737022,0,27556385,37511928,0
Ohio State,12371937,42851925,2007,109382222,0,24808496,29346675,3189
Ohio State,10629370,42104738,2006,104704852,0,23070587,28890246,9911
Ohio State,9855271,34073089,2005,89700979,0,19829556,25937634,5429
LSU,6638387,37686975,2014,133679256,0,49333582,40020312,0
LSU,3892622,38917845,2013,117457398,0,32089896,42557035,0
LSU,5985749,31502735,2012,114787786,0,35964739,41334563,0
LSU,2787141,35079579,2011,107259352,0,31927029,37465603,0
LSU,3802872,31721048,2010,111030795,0,38255521,37251354,0
LSU,4442688,35450193,2009,100878633,0,31174177,29811575,0
LSU,4551797,28519228,2008,85018205,0,23252017,28695163,0
LSU,3140972,28300547,2007,76270050,0,19555909,25272622,0
LSU,5568767,21479485,2006,67430786,0,17410137,22972397,0
LSU,4544847,23359796,2005,60937676,0,11189385,21843648,0
Oklahoma,12336148,36940264,2014,129226692,0,33363102,46587178,0
Oklahoma,8214536,37770523,2013,123805661,0,34487196,43333406,0
Oklahoma,5529242,36281486,2012,106456616,0,32580273,32065615,0
Oklahoma,9098728,35856411,2011,104338844,0,28671113,30712592,0
Oklahoma,9317116,35416091,2010,98512287,0,26601241,27177839,0
Oklahoma,3449636,34087657,2009,81487835,0,14166960,29783582,0
Oklahoma,4198898,35162720,2008,77098008,150000,13255316,24331074,0
Oklahoma,3585565,31054702,2007,69430571,150000,12096410,22543894,0
Oklahoma,3372110,29284212,2006,64521972,150000,10820720,20894930,0
Oklahoma,2642799,28599675,2005,63382024,150000,10096423,21893127,0
Wisconsin,4402213,27556037,2014,127910918,0,38456619,49422689,8073360
Wisconsin,6319166,27675492,2013,149141405,0,58907876,48379196,7859675
Wisconsin,5629195,27569088,2012,103803040,0,19703260,43774044,7127453
Wisconsin,4998104,27333229,2011,96288191,0,14911158,41807799,7237901
Wisconsin,5598082,25732357,2010,96038912,0,19247563,39975708,5485202
Wisconsin,5419859,26036340,2009,91806135,0,16209704,38821608,5318624
Wisconsin,5926375,26936910,2008,95118124,0,18777294,38214675,5262870
Wisconsin,6567660,25426650,2007,84312381,0,13749727,32540397,6027947
Wisconsin,5781100,21538228,2006,78948241,0,19106871,26791269,5730773
Wisconsin,5482981,21072976,2005,75814556,0,20269398,23535183,5454018
Florida,14939905,22976195,2014,124611305,2438135,42962368,39424395,1870307
Florida,11078180,24643413,2013,130011244,2473374,48407105,41438030,1971142
Florida,4588465,23580698,2012,120772106,2420030,46125987,42120499,1936427
Florida,14703752,20894721,2011,123514257,2481471,41995792,41552921,1885600
Florida,11775034,20856094,2010,117104407,2507391,39350660,40711718,1903510
Florida,-4118169,20922150,2009,96814239,2524419,40727882,34926614,1831343
Florida,7093976,21122966,2008,106607895,2578306,42630821,31328945,1852881
Florida,14441592,18541732,2007,108300504,2570113,36856723,34204387,1685957
Florida,7564902,14827357,2006,82877813,2501292,29851397,26678799,1454066
Florida,9294256,13312918,2005,77742484,2417063,26896283,24485700,1336264
Texas A&M,7696698,36748041,2014,119475872,0,36312515,37477161,1241457
Texas A&M,7200402,35235435,2013,93957906,0,15291423,35639673,590973
Texas A&M,6435303,35025741,2012,119702222,0,53388379,19652799,5200000
Texas A&M,6470985,32771997,2011,87296532,0,18059015,29984679,9856
Texas A&M,5645753,32456438,2010,82774133,0,20512889,24159053,0
Texas A&M,6115357,30348202,2009,98121411,0,32943519,24250954,4463380
Texas A&M,5633066,30144815,2008,92476146,0,28341873,25092392,3264000
Texas A&M,5776063,27863458,2007,73664352,0,13133059,23101772,3790000
Texas A&M,4776549,26294476,2006,70713549,0,23310634,15956890,375000
Texas A&M,4487766,24732135,2005,64180453,0,17559797,16561407,839348
Oklahoma State,17562644,23756815,2014,117803302,3103680,37027350,31935018,4417795
Oklahoma State,7372086,22927357,2013,93664337,2606182,26714907,29313545,4730260
Oklahoma State,1802263,23082628,2012,87270598,1921359,25997402,30103618,4363328
Oklahoma State,6663858,22672580,2011,82631915,1897820,26978331,20129813,4289513
Oklahoma State,4049984,23640296,2010,106362128,1809123,51877388,21141254,3844083
Oklahoma State,-14833498,20197401,2009,55953397,1855696,29270695,16590859,2872244
Oklahoma State,7705484,17528662,2008,98874092,1934812,54923758,14072171,2709205
Oklahoma State,5890978,16301284,2007,57521622,2018352,18915844,11791258,2603906
Oklahoma State,1755135,13538595,2006,241364906,2047664,211023155,10517885,2482472
Oklahoma State,1988992,13982295,2005,51250746,1989184,18016645,13088527,2185103
Penn State,17866160,38006892,2014,117590990,0,24169749,37548189,0
Penn State,11008630,33395879,2013,104751464,0,24480517,35866438,0
Penn State,11146773,34729535,2012,108252281,0,25504557,36871416,0
Penn State,9742248,35634458,2011,116118025,0,34286648,36454671,0
Penn State,9358743,41836815,2010,106614724,0,20993951,34425215,0
Penn State,5412211,23369904,2005,60785496,0,13733690,18269691,0
Auburn,2873051,29833441,2014,113716004,4384800,39409078,37215634,0
Auburn,5281804,28494559,2013,103680609,4315584,31832026,33756636,0
Auburn,3282491,29241252,2012,105951251,4216608,33467775,35743125,0
Auburn,3246371,28976730,2011,103982441,4307040,32849477,34602823,0
Auburn,4187179,24732134,2010,92611558,5261604,29731122,28699519,0
Auburn,3877724,23514179,2009,87001413,5228989,32080789,22299732,0
Auburn,2879318,21991623,2008,89311824,5195136,34897688,24348059,0
Auburn,4960546,21796102,2007,81799266,4948204,31715011,18379403,0
Auburn,3868402,20099721,2006,66599925,922248,26306262,15403292,0
Auburn,2265081,15842982,2005,57395152,982349,22865880,15438860,0
Tennessee,5513457,32572479,2014,107499732,1000000,26773796,41390000,250000
Tennessee,3945478,34788050,2013,111579779,1000000,24258597,36153598,11434056
Tennessee,3824135,33922547,2012,102884286,1000000,25449117,38688487,0
Tennessee,4423628,35689435,2011,104368992,1000000,27945480,35310449,0
Tennessee,3796589,36109495,2010,115729599,1000000,27936952,34334543,12552020
Tennessee,5437790,31722592,2009,102795708,1000000,23678685,29261402,11695239
Tennessee,6200716,29403335,2008,101806196,1000000,26405309,26414207,12382629
Tennessee,6267612,27975950,2007,97289613,1000000,22962277,33073059,6010715
Tennessee,5071475,21116829,2006,73807262,1000000,19147636,22438715,5032607
Tennessee,4597682,26266777,2005,71295394,0,14862415,18021984,7546536
Minnesota,19189258,28495612,2014,106176156,0,10332287,41147933,7011066
Minnesota,18142619,23225989,2013,98286669,0,8537917,40279078,8101066
Minnesota,9717357,23091549,2012,83619526,0,8063634,35785920,6961066
Minnesota,8190602,21404771,2011,78924683,0,7099381,34451068,7778861
Minnesota,9525438,21514964,2010,78706900,0,7320786,32327129,8018583
Minnesota,7870000,21260076,2009,70322993,0,3532578,29132288,8528051
Minnesota,6742144,20361691,2008,68951692,0,5149444,27287963,9410450
Minnesota,4816242,18785611,2007,58787777,0,3984805,21777214,9423905
Minnesota,6910366,18084403,2006,58527047,0,6412695,18511961,8607622
Minnesota,4240546,18846752,2005,53276842,0,4297235,16852312,9039997
Iowa,7945547,25890094,2014,105958954,683917,30356325,41083071,0
Iowa,12449169,26108593,2013,107153782,678842,30571923,37345255,0
Iowa,7958625,25244298,2012,97902974,543574,26005699,38150778,0
Iowa,7939077,23180905,2011,93353561,564680,26622140,35046759,0
Iowa,8007560,21815895,2010,88735093,525707,26753591,31632340,0
Iowa,6716635,21922358,2009,79971143,525941,21571694,29234515,0
Iowa,8103704,19103235,2008,81515865,1487795,21404864,30616266,800000
Iowa,7125758,21731819,2007,80832070,1494706,21844854,27061574,1573359
Iowa,6328059,20086445,2006,73321227,1495060,20978267,22548993,1884403
Iowa,5963558,18971349,2005,61676257,1505016,10357165,22751987,2127182
Florida State,8227880,25550753,2014,104774474,7980366,22521553,40493922,0
Florida State,7549895,20302766,2013,91382441,7859734,18894097,36775949,0
Florida State,4378524,20379815,2012,100049444,7778861,31000624,36511620,0
Florida State,6333353,17980170,2011,78575788,7528006,19302120,27432139,0
Florida State,2229471,15775516,2010,74402269,6919449,23245513,25882320,350000
Florida State,-2610191,18260626,2009,74417324,6772105,25572654,25722130,700000
Florida State,3935440,13393780,2008,73458494,6590629,25190569,24348076,0
Florida State,11090753,15279152,2007,77257845,6066563,22751726,21719651,350000
Florida State,11813369,13260770,2006,67012792,6011806,16053230,19523617,350000
Florida State,5490034,12709321,2005,56576933,4796773,16414490,17166315,0
Michigan State,8072347,24076780,2014,104677456,0,29724939,41708432,1094958
Michigan State,7292006,26536714,2013,97942726,0,24113610,38227981,1772415
Michigan State,7237120,23988215,2012,93946707,0,22297820,36216822,4206730
Michigan State,6637229,22737191,2011,84510199,0,18025593,33459906,3650280
Michigan State,6495869,23503885,2010,83545892,0,21292589,28904764,3348785
Michigan State,7073657,21703295,2009,79344333,0,19377785,27520350,3669246
Michigan State,9913347,21870622,2008,81390686,0,19501782,26568042,3536893
Michigan State,10788160,22242662,2007,76953708,0,20408028,19741853,3773005
Michigan State,11016474,19444048,2006,68397132,0,17975933,16540850,3419827
Michigan State,10362189,18530242,2005,62170147,0,13271677,16851751,3154288
Georgia,7752790,22472925,2014,103495587,3274712,31866597,38128563,0
Georgia,3398629,24412244,2013,98120889,3237955,28654025,38418036,0
Georgia,671294,22798902,2012,91670613,3243812,27840989,37115616,0
Georgia,2116893,20747627,2011,92341067,3197387,28639938,37639222,0
Georgia,5491512,19212414,2010,89735934,3202545,27354228,34475235,0
Georgia,4768419,18458141,2009,83507796,3126914,28287421,28866901,0
Georgia,6287045,18716327,2008,85554395,3073606,30542918,26934499,0
Georgia,6878960,17635325,2007,78364621,3066838,27534646,23248852,0
Georgia,5387603,15248356,2006,79237929,3012718,30192007,25397245,0
Georgia,4017493,13588120,2005,68787384,3028878,28305817,19847076,0
Washington,4540920,28488448,2014,100275187,0,24031168,39664972,3549679
Washington,3487855,19895534,2013,85072886,0,26598771,31754727,3335999
Washington,4506850,22682731,2012,82594783,0,23501105,28838597,3065500
Washington,6878447,20534924,2011,70231336,0,15840217,24518765,2458983
Washington,3772273,21622833,2010,64034410,0,15732042,20724747,2182515
Washington,-595231,21339631,2009,54019862,0,12488233,18790492,1996737
Washington,4829194,22556942,2008,60729016,0,12682342,18810644,1849894
Washington,7447050,16633979,2007,59648451,0,17388883,16474257,1704282
Washington,5251602,18760681,2006,52441834,0,11664178,15180747,1584626
Washington,4573571,13611228,2005,43197964,0,10000542,13552450,1460173
Arizona,2872171,14931449,2014,99911034,0,44264977,29941303,7901134
Arizona,2411780,15056000,2013,68510915,0,16385312,27330921,7326902
Arizona,4133591,12710520,2012,78024219,0,33877963,20045677,7256468
Arizona,3033287,13762225,2011,59663128,0,14452506,21018518,7396592
Arizona,3878646,12735496,2010,58118950,0,15638266,19153756,6712786
Arizona,5190035,12662044,2009,53372629,0,14007721,15912952,5599877
Arizona,4286225,11248896,2008,49241506,0,13648055,14589019,5469311
Arizona,3304803,11928098,2007,47519159,0,12119343,14909600,5257315
Arizona,4111247,9812803,2006,42303655,0,11362200,12501351,4516054
Arizona,3321562,9174092,2005,39655034,0,9577150,13376214,4206016
South Carolina,9843480,21346746,2014,98619479,2592673,30203751,31593526,3039303
South Carolina,10753085,20086353,2013,90484422,2537697,25887641,31219646,0
South Carolina,9222479,20049785,2012,87608352,2338268,25165877,30831943,0
South Carolina,7678421,19763502,2011,83813226,2248275,24393202,29729826,0
South Carolina,7283326,19044853,2010,79879193,2146293,23987283,27417438,0
South Carolina,5949809,21688752,2009,76117140,2098087,24537424,21843068,0
South Carolina,7433955,20821727,2008,66545953,1987931,18039591,18262749,0
South Carolina,6267540,18918142,2007,60544531,1197375,17390312,16771162,0
South Carolina,5538680,13892489,2006,52058257,597515,16295776,15453797,280000
South Carolina,5332267,11273772,2005,46280330,574387,16247202,12572702,280000
Kansas,9680976,20083624,2014,97681066,1080061,28952472,36399620,1484313
Kansas,4056462,18786106,2013,93114168,1104748,32996068,34404906,1765878
Kansas,1342130,18770270,2012,70228913,1166143,22446377,24819963,1684030
Kansas,6896211,20857380,2011,74850203,1854478,18770322,24889383,1582429
Kansas,4952589,21352002,2010,70548520,1948967,16193021,24452342,1649599
Kansas,-5163727,20735651,2009,69998204,2069575,27332024,23191710,1832971
Kansas,76020,17630120,2008,82976047,1907119,37089914,24286037,1986837
Kansas,7505266,15616024,2007,64153545,1909988,18976889,17979680,2165698
Kansas,4157125,14416259,2006,63643158,969309,24658043,17356522,2085899
Kansas,4893750,13020842,2005,50826019,972123,18500207,11224938,2214159
Arkansas,3641054,34284318,2014,96793972,0,21276161,35656034,1936405
Arkansas,2402052,39434328,2013,99770840,0,19436047,36470974,2027439
Arkansas,1030597,38639217,2012,99757482,0,22907002,35231486,1949180
Arkansas,1178344,35931551,2011,91768112,0,19962064,32845653,1850500
Arkansas,956153,32894044,2010,78072620,0,13124745,29402705,1694973
Arkansas,3121986,31926509,2009,65835778,0,7586392,21717435,1483456
Arkansas,3305538,28645905,2008,66174916,0,12768088,19936933,1518452
Arkansas,2917505,28791807,2007,65416732,0,12226457,19823918,1657045
Arkansas,3703211,21190252,2006,49514971,0,7756296,15210516,1654696
Arkansas,3068800,23973023,2005,47322459,0,3315302,15535501,1429833
Kentucky,3908733,32793626,2014,96685489,861548,19058601,40062981,0
Kentucky,4188332,28856512,2013,95720724,847079,19070356,42758445,0
Kentucky,3953361,30556623,2012,88373452,827172,15164441,37871855,0
Kentucky,3481068,28397724,2011,84878311,819124,14640430,37539965,0
Kentucky,3422725,27219554,2010,79700856,738194,13161669,35158714,0
Kentucky,4145979,26203849,2009,72057754,686003,12300371,28721552,0
Kentucky,3637298,27263673,2008,71727243,568996,11980590,28276686,0
Kentucky,4139297,19885470,2007,61106515,530813,10042563,26508372,0
Kentucky,5081686,19138524,2006,57015319,638187,8102747,24054175,0
Kentucky,5271862,18932315,2005,54536426,639686,8060667,21631896,0
Nebraska,2558146,40450062,2014,94797692,0,11833760,39955724,0
Nebraska,2344514,32491416,2013,86916001,0,12657818,39422253,0
Nebraska,2477177,32450880,2012,81631252,0,9783535,36919660,0
Nebraska,4107081,31716096,2011,83679756,0,12638521,35218058,0
Nebraska,4565325,31504769,2010,73483733,0,6103706,31309933,0
Nebraska,3302062,33982799,2009,74881383,0,5160306,32436216,0
Nebraska,1773470,30560065,2008,75492884,0,16410663,26748686,0
Nebraska,1722123,28119217,2007,70846908,0,15021384,25984184,0
Nebraska,3039733,24696256,2006,63723537,0,11749526,24238022,0
Nebraska,1469889,21578588,2005,55876334,0,11390228,21437629,0
California,14979650,14219724,2014,90262142,1444374,22693205,33387390,3537799
California,16673720,14556051,2013,94487380,1446539,26063466,29626908,6120696
California,14409281,11126452,2012,71183404,2446595,12977962,23151597,7071517
California,10451701,15953660,2011,65243053,2257892,8126865,20204977,8247958
California,13584377,14345310,2010,69345931,2146402,10231760,19085510,9952572
California,9095282,15673571,2009,71149584,3183879,15617326,18686690,8892836
California,9376439,15481732,2008,64333065,2241767,13894188,18129242,5209697
California,6040668,13898392,2007,60826660,2070450,14437027,16664350,7715773
California,6343857,9493791,2006,48444444,1968367,12238572,14759711,3640146
California,5211391,9994602,2005,43886422,1910736,9506519,13989232,3273942
Louisville,6166854,26928635,2014,88745348,1960346,29379612,18501648,5808253
Louisville,7071926,25888524,2013,96193330,1926432,28935662,23383096,8987690
Louisville,5788649,23432735,2012,87840501,1853010,28312576,19512356,8941175
Louisville,6602251,26467598,2011,87736323,1861502,28224908,16380554,8199510
Louisville,7167221,18395654,2010,63487395,1929017,16781073,12600507,6613923
Louisville,5380814,20711850,2009,62516648,1873531,14265682,13678483,6606288
Louisville,4062335,17107971,2008,56540896,1926381,14558756,12403151,6482302
Louisville,5970695,17287093,2007,58819120,1857286,14129020,13502403,6072623
Louisville,3501976,15351891,2006,52020246,1857752,13137225,12827473,5343929
Louisville,3812925,12767307,2005,41183859,1633024,11507810,8410424,3052369
UCLA,11842374,17807674,2014,86426780,2651272,16229179,37836281,60000
UCLA,8324812,24944837,2013,83926720,2567405,14436711,33592955,60000
UCLA,10681195,14494463,2012,71731776,2715664,15998077,27782377,60000
UCLA,13041638,20048738,2011,66003893,2527439,7808406,22517672,60000
UCLA,9450598,19329439,2010,61875531,2750481,9332803,20952210,60000
UCLA,6813327,24996824,2009,66177866,2498877,10006048,21652790,210000
UCLA,10645631,22402565,2008,66088264,2646743,8354437,21828888,210000
UCLA,6063080,19459464,2007,61309668,2514570,8655548,24407006,210000
UCLA,8282936,13895922,2006,52066786,2418140,7455859,19803929,210000
UCLA,4727047,14710543,2005,46013054,2325330,6745798,17294336,210000
Indiana,4157875,17029219,2014,84668779,0,16792186,43681137,3008362
Indiana,4530543,14408254,2013,76660265,0,15386722,39772788,2561958
Indiana,4959087,12893090,2012,72973954,0,14546202,37793495,2782080
Indiana,5881565,12233244,2011,71017355,0,15661766,34554011,2686769
Indiana,3164770,13346437,2010,69287811,23,18475498,31918591,2382492
Indiana,2627232,12146192,2009,61136237,15,13931088,30569156,1862554
Indiana,959271,14389989,2008,57155333,0,9848448,30530714,1426911
Indiana,1574280,11284775,2007,46425225,0,9025689,22641634,1898847
Indiana,2022170,10606825,2006,41508845,1024358,7526790,18322690,2006012
Indiana,1544639,8392688,2005,37968912,1015823,8129276,18201849,684637
North Carolina,2891258,23012533,2014,83771913,7315622,18234593,30554936,1762971
North Carolina,3635629,22511083,2013,82792342,7249835,18709609,28780800,1905386
North Carolina,3912382,23655855,2012,82424430,7173868,17478749,28285362,1918214
North Carolina,4929188,21318513,2011,75606311,7006090,17712389,22816852,1823279
North Carolina,3176033,23280829,2010,72825407,6859868,14634189,22896954,1977534
North Carolina,4908110,22209969,2009,74644557,6444786,14746142,24352848,1982702
North Carolina,5072466,17861212,2008,66148186,6205790,15892163,19270426,1846129
North Carolina,4677891,16006247,2007,62166396,6018236,13561604,19741439,2160979
North Carolina,4922395,14273067,2006,60034233,4829532,12463719,20064476,3481044
North Carolina,4429461,14149887,2005,54838851,2454949,10834440,19909550,3060564
Missouri,6320680,24235754,2014,83718587,0,20113654,31533499,1515000
Missouri,5635503,22534904,2013,76306889,0,15885863,30735619,1515000
Missouri,5668477,18932256,2012,50719665,0,13775671,10407317,1935944
Missouri,5321460,20593069,2011,64146530,0,14495771,21054589,2681641
Missouri,4943170,20642471,2010,61052303,0,13454020,19324656,2687986
Missouri,5637758,20630900,2009,63133447,0,14979757,19197046,2687986
Missouri,5202790,18873077,2008,55566932,0,13285897,15547398,2657770
Missouri,5615694,15935989,2007,56406107,0,16603749,15617293,2633382
Missouri,4030907,14599807,2006,50495448,0,14304319,14719620,2840795
Missouri,3457684,15060172,2005,46812603,0,9742977,15747520,2804250
Virginia,4877692,15872912,2014,83697971,13235814,25125724,24585829,0
Virginia,3010432,13072435,2013,84402710,13119353,31258670,23941816,0
Virginia,1890372,12723485,2012,80835566,13131129,30706516,22384064,0
Virginia,2356092,12175077,2011,78439006,12973298,34503066,16431473,0
Virginia,2134278,14444012,2010,81841633,12160103,33975775,19127465,0
Virginia,3394523,13791680,2009,67141171,11874202,21553464,16527302,0
Virginia,3761017,14895325,2008,64396612,11119358,18933467,15687445,0
Virginia,3862320,13651620,2007,64069968,9856625,21940069,14759334,0
Virginia,3508398,12153501,2006,52898726,9127368,14567256,13542203,0
Virginia,3083181,11334095,2005,63060540,7973032,27849391,12820841,0
Illinois,5092294,17005685,2014,80848569,3046935,16909059,37914159,880437
Illinois,4693636,16039325,2013,79725521,3025651,18861318,36218210,887381
Illinois,5173618,20456244,2012,78708250,3000718,15629843,33510655,937172
Illinois,7376109,16533261,2011,77863883,2948286,16437955,33532918,1035354
Illinois,6477403,17861359,2010,75189489,2961577,18835017,28021827,1032306
Illinois,6574103,17680450,2009,75431185,2925875,18302381,28363023,1585353
Illinois,6120178,14296494,2008,67818403,2930324,14159705,29039330,1272372
Illinois,5004314,14548028,2007,57838408,2738845,12845987,21293634,1407600
Illinois,5091113,13149923,2006,50744576,2844794,9548627,17781019,2329100
Illinois,4681372,12917578,2005,48396763,2749207,9639510,16449596,1959500
West Virginia,3267807,18816376,2014,77626819,4310037,19689619,31411495,131485
West Virginia,7265744,21411615,2013,77706698,4330002,23916171,20651681,131485
West Virginia,10168413,21559658,2012,80064869,4346254,22751667,21093891,144986
West Virginia,2738542,17498204,2011,60451426,4219457,18361108,17487869,146246
West Virginia,5808004,17552292,2010,62030104,4102845,15729528,18685043,152392
West Virginia,2319078,16630357,2009,55658165,3953618,15491852,17061030,202230
West Virginia,3843307,14691173,2008,54262716,3490753,14663736,17412185,161562
West Virginia,3883297,12689591,2007,46970708,3338312,13388404,13498186,172918
West Virginia,3391502,9666049,2006,49917536,2891027,19725057,14100687,143214
West Virginia,3618756,7671251,2005,33541339,2626805,6917286,12553420,153821
Texas Tech,2017543,11195150,2014,76723413,3068485,27627158,31796806,1018271
Texas Tech,3518587,10886108,2013,72917990,3010716,26313478,28189101,1000000
Texas Tech,974222,14672955,2012,67928350,2753979,21265729,27261465,1000000
Texas Tech,1013176,15527838,2011,59534895,2749140,18704918,18500783,3039040
Texas Tech,947298,15028235,2010,61974623,2758639,23636186,16455551,3148714
Texas Tech,1353891,13761143,2009,55834336,2706338,17781513,17044516,3186935
Texas Tech,1926246,12173191,2008,52599785,2638444,16853242,15765357,3243305
Texas Tech,1834194,11205790,2007,54118372,2624740,18634305,16538625,3280718
Texas Tech,1245179,10572015,2006,49501530,2613340,17792269,13765801,3512926
Texas Tech,2252524,9764216,2005,47961420,2669242,16829350,13930176,2515912
Rutgers,2883761,10466489,2014,76656339,10323090,8113992,18851432,26017575
Rutgers,3605562,8782103,2013,78989475,9877989,6131982,13473131,37118708
Rutgers,3087872,10044989,2012,64038720,9518734,9013610,13896193,18477322
Rutgers,5950346,9329987,2011,60190100,9032350,7657866,8776378,19443173
Rutgers,3593464,12390580,2010,64203255,8441092,9198611,12152921,18426587
Rutgers,3994555,9780816,2009,58513863,7794629,7951689,11054253,17937921
Rutgers,3521413,8353115,2008,52012491,6980728,7554789,10345893,15256553
Rutgers,3914354,4549838,2007,43886496,6447790,5814041,9311207,13849266
Rutgers,4248976,3845565,2006,41192258,5807996,4863963,8041455,14384303
Rutgers,3802152,3699541,2005,37997629,5314905,4251944,6362038,14567049
Mississippi,7299249,17280915,2014,75849000,1911778,15898757,31483656,1974645
Mississippi,4930592,16312342,2013,73390050,1911778,18454960,29860558,1919820
Mississippi,1038452,13449035,2012,51858993,411778,10933092,24272198,1754438
Mississippi,724369,13112474,2011,49180892,1926778,8186816,23496318,1734137
Mississippi,683705,13205834,2010,45737904,1820200,5375438,22952412,1700315
Mississippi,2828876,10945069,2009,41290128,1911778,7678900,16434397,1491108
Mississippi,1395576,11395994,2008,34769709,1815462,5820204,12933006,1409467
Mississippi,1864728,10425871,2007,33782527,1565462,6501469,12265178,1159819
Mississippi,2617526,9352455,2006,29412948,1565462,3685949,11195157,996399
Mississippi,2581341,8942703,2005,28721832,1565462,4169888,10557015,905423
Clemson,1206170,19984515,2014,74793322,0,19264308,29962584,4375745
Clemson,3292931,21942566,2013,69061398,0,13972191,26097053,3756657
Clemson,1210326,21046603,2012,70002280,1545424,16711479,25717160,3771288
Clemson,1430662,20736842,2011,61174977,1594413,14171740,19729709,3511611
Clemson,985358,19877413,2010,57562999,1585556,14988354,16892798,3233520
Clemson,4084717,21279844,2009,61416494,1535940,13468425,18123563,2924005
Clemson,4238501,21097510,2008,59180652,1501216,14109137,15799020,2435268
Clemson,4378028,20909265,2007,56028881,1493535,11072416,15913422,2262215
Clemson,4204535,14716363,2006,46430106,1406844,8830649,15324038,1947677
Clemson,3193476,13422924,2005,40445377,1024142,9377793,12811426,615616
Arizona State,3065287,12885134,2014,74729269,0,13499765,35205878,10073205
Arizona State,2176989,9589992,2013,65673955,0,12737532,31049033,10120409
Arizona State,3114933,9059072,2012,59855508,0,11265732,26071930,10343841
Arizona State,3091162,8103692,2011,55294113,0,11982854,21455453,10660952
Arizona State,2472833,12039166,2010,56505165,0,10095247,21548383,10349536
Arizona State,3140569,13418157,2009,51892026,0,10989254,15927125,8416921
Arizona State,2387689,13341701,2008,54833194,0,12146808,15278241,11678755
Arizona State,3570633,8811409,2007,54735433,0,11823287,13677858,16852246
Arizona State,3319525,10254504,2006,50268561,0,11791138,13363408,11539986
Arizona State,2756064,7179440,2005,41334126,0,8580779,12622361,10195482
Maryland,1220039,13442584,2014,73434869,11315001,11225922,29425211,6806112
Maryland,1853936,11838389,2013,63714470,11181286,10730829,23822031,4287999
Maryland,2073289,13516377,2012,68142660,11064475,11530343,23778567,6179609
Maryland,5000612,10730412,2011,61634829,9508278,10545170,19496994,6353363
Maryland,1521306,12832764,2010,54661992,9408122,9942684,16615457,4341659
