school,scholarships,other,year,total_expenses,building_and_grounds,coaching_staff
California-Riverside,2417961,6196738,2010,12908781,55654,4238428
California-Riverside,2401818,5916935,2009,12677991,143151,4216087
California-Riverside,2228841,5984092,2008,12357045,230948,3913164
California-Riverside,1969824,5205537,2007,10730719,109077,3446281
California-Riverside,1862221,4405691,2006,9712305,42889,3401504
California-Riverside,1688459,2101917,2005,6800139,40407,2969356
Northern Arizona,5229438,4559412,2014,15009485,156146,5064489
Northern Arizona,4327227,3983285,2013,12814432,239206,4264714
Northern Arizona,4365031,3199678,2012,11661255,210250,3886296
Northern Arizona,4030142,3171666,2011,10997448,187679,3607961
Northern Arizona,3682856,2671767,2010,10040224,231295,3454306
Northern Arizona,3569135,3117723,2009,10195286,67374,3441054
Northern Arizona,3423215,3529186,2008,11337017,929143,3455473
Northern Arizona,3550796,3474884,2007,10271613,73422,3172511
Northern Arizona,3360872,3512983,2006,9858857,64341,2920661
Northern Arizona,2607771,2449324,2005,7965468,83134,2825239
Missouri State,3778915,5129923,2014,15105167,0,6196329
Missouri State,3690633,5325084,2013,15495062,209420,6269925
Missouri State,3500775,4392245,2012,13761264,214145,5654099
Missouri State,3945270,4097997,2011,13829559,195196,5591096
Missouri State,4056304,4700581,2010,14317804,51777,5509142
Missouri State,3704739,4589413,2009,13813551,183693,5335706
Missouri State,3663549,5217026,2008,13889382,197520,4811287
Missouri State,3344627,5025967,2007,13142418,187919,4583905
Missouri State,3652142,4029684,2006,12422186,218419,4521941
Missouri State,3531963,3841055,2005,11928300,277789,4277493
Sam Houston State,3863236,4747828,2014,14412775,785885,5015826
Sam Houston State,3634734,3997347,2013,12833082,577093,4623908
Sam Houston State,3179085,3529434,2012,11688542,779873,4200150
Sam Houston State,2823496,3461455,2011,10794031,611439,3897641
Sam Houston State,2571858,3106083,2010,9900860,515604,3707315
Sam Houston State,2471577,2034468,2009,18055234,534320,13014869
Sam Houston State,2429239,2254090,2008,7906607,481455,2741823
Sam Houston State,2086170,2284157,2007,7404142,542249,2491566
Sam Houston State,2011137,1665260,2006,6308176,476514,2155265
Sam Houston State,1699368,1830597,2005,5718825,72800,2116060
South Dakota,3271355,6468046,2014,14686675,1284472,3662802
South Dakota,3149722,4293498,2013,11022253,342403,3236630
South Dakota,2815340,4040199,2012,10148016,438319,2854158
South Dakota,2360882,3773312,2011,8964301,379407,2450700
South Dakota,1833026,3302512,2010,7755364,361086,2258740
South Dakota,1513434,3087030,2009,7159168,437080,2121624
South Dakota,1134737,2428193,2008,6343030,774580,2005520
South Dakota,1163899,2105756,2007,5800978,572968,1958355
South Dakota,961329,2199858,2006,5063070,134958,1766925
South Dakota,909021,2095388,2005,4754255,135373,1614473
Central Connecticut,3730810,4544069,2014,14731018,297867,6158272
Central Connecticut,3637782,4700179,2013,14287945,674015,5275969
Central Connecticut,3308673,4803804,2012,13465442,205098,5147867
Central Connecticut,3137128,4324441,2011,12758884,261000,5036315
Central Connecticut,3022914,3816655,2010,11764819,61089,4864161
Central Connecticut,2764319,3619056,2009,11453866,25775,5044716
Central Connecticut,2474710,3663244,2008,10722516,0,4584562
Central Connecticut,2407894,1757456,2007,8615339,0,4449989
Central Connecticut,1859949,3019399,2006,8800263,0,3920915
Central Connecticut,1695650,1494268,2005,6858030,0,3668112
North Carolina Greensboro,3072977,6334638,2014,14509390,140871,4960904
North Carolina Greensboro,2997488,6598913,2013,14966482,160668,5209413
North Carolina Greensboro,2811409,5575935,2012,13223347,149350,4686653
North Carolina Greensboro,2936176,6107921,2011,13721756,155250,4522409
North Carolina Greensboro,2047458,5208415,2010,11723047,318157,4149017
North Carolina Greensboro,1936282,4721267,2009,10482038,115739,3708750
North Carolina Greensboro,1982183,4434042,2008,10114501,82077,3616199
North Carolina Greensboro,1889118,4378843,2007,9520497,0,3252536
North Carolina Greensboro,1764383,3818782,2006,8592529,0,3009364
North Carolina Greensboro,1632652,3220891,2005,7292609,0,2439066
Tennessee Tech,4637259,5436083,2014,13634913,83109,3478462
Tennessee Tech,4510151,5063933,2013,13079750,159474,3346192
Tennessee Tech,4365697,4576276,2012,12056455,217002,2897480
Tennessee Tech,4239253,3795142,2011,10700535,63221,2602919
Tennessee Tech,3970021,3026169,2010,9488436,111684,2380562
Tennessee Tech,3723128,3576126,2009,9644340,0,2345086
Tennessee Tech,3441160,3480994,2008,9084113,0,2161959
Tennessee Tech,3164947,2339375,2007,7541071,0,2036749
Tennessee Tech,3127060,1683357,2006,7040244,0,2229827
Tennessee Tech,2698806,1476394,2005,6384389,0,2209189
Florida Gulf Coast,3163349,4012470,2014,12640775,952629,4512327
Florida Gulf Coast,3083539,4013672,2013,11775352,464560,4213581
Florida Gulf Coast,2656883,3613159,2012,10530733,278017,3982674
Florida Gulf Coast,2544171,2862937,2011,9232294,232538,3592648
Florida Gulf Coast,2258715,2009523,2010,8109390,363331,3477821
Florida Gulf Coast,1696849,1951076,2009,6728642,67967,3012750
Florida Gulf Coast,1493387,2155345,2008,6193978,96168,2449078
Florida Gulf Coast,1146565,1349449,2007,4305070,56409,1752647
Florida Gulf Coast,482615,959024,2006,2847633,62001,1343993
Florida Gulf Coast,546838,427202,2005,2552030,126218,1451772
Maryland-Baltimore Cty,4561819,4629154,2014,14538378,670773,4676632
Maryland-Baltimore Cty,4406971,4985769,2013,15299250,533834,5372676
Maryland-Baltimore Cty,4085957,4639809,2012,14526343,549090,5251487
Maryland-Baltimore Cty,3983100,4427488,2011,12948247,285547,4252112
Maryland-Baltimore Cty,3945152,4556329,2010,12402689,326605,3574603
Maryland-Baltimore Cty,3665777,4293336,2009,12104254,305558,3839583
Maryland-Baltimore Cty,3601670,3984330,2008,10886711,251333,3049378
Maryland-Baltimore Cty,3799322,2020878,2007,9178061,304953,3052908
Maryland-Baltimore Cty,3629391,2263121,2006,9631039,403140,3335387
Maryland-Baltimore Cty,3256206,2387972,2005,9055319,442749,2968392
Youngstown State,4009865,4498690,2014,14385066,63957,5812554
Youngstown State,4162134,3874207,2013,13632988,153463,5443184
Youngstown State,3830256,3344049,2012,12546718,156013,5216400
Youngstown State,3664352,3394709,2011,12468802,177846,5231895
Youngstown State,3551239,2874549,2010,11842751,517384,4899579
Youngstown State,3439273,2951612,2009,10921798,236255,4294658
Youngstown State,3349641,2428076,2008,9942610,201225,3963668
Youngstown State,3141736,2676401,2007,9814254,62384,3933733
Youngstown State,3055678,2337389,2006,9322741,101179,3828495
Youngstown State,2884285,2067332,2005,7922248,350517,2620114
Citadel,5698597,3074651,2014,13613427,396875,4443304
Citadel,5748330,2706574,2013,13247154,459958,4332292
Citadel,5452850,2844563,2012,12841412,448291,4095708
Citadel,5131427,2723332,2011,12215504,403331,3957414
Citadel,4755968,2573303,2010,11616308,394211,3892826
Citadel,4472441,2655375,2009,11248445,420579,3700050
Citadel,3875026,2715830,2008,10607744,473198,3543690
Citadel,3347651,2815196,2007,9865220,549680,3152693
Citadel,3591126,2458884,2006,9162896,336201,2776685
Citadel,3311870,2102742,2005,8281173,362852,2503709
Alabama State,4472349,4407546,2014,14070309,768772,4421642
Alabama State,5287086,4588292,2013,14145373,0,4269995
Alabama State,3940703,3491986,2012,11718348,18560,4267099
Alabama State,3860372,3127355,2011,10614081,22409,3603945
Alabama State,3494411,2446636,2010,9046867,22865,3082955
Alabama State,2805333,2661979,2009,8455982,43792,2944878
Alabama State,2037672,2754716,2008,7194226,29221,2372617
Alabama State,1746595,2114038,2007,6048175,37492,2150050
Alabama State,1623565,1711010,2006,5155421,23466,1797380
Alabama State,1695326,1870235,2005,5622494,42962,2013971
Indiana State,4186737,4873945,2014,13727928,136841,4530405
Indiana State,3871363,4383317,2013,12578396,152057,4171659
Indiana State,3959405,5219008,2012,13264965,250000,3836552
Indiana State,3670755,4285923,2011,11552350,116576,3479096
Indiana State,3618528,3586233,2010,10669985,124580,3340644
Indiana State,3442831,3953767,2009,10730895,137754,3196543
Indiana State,3333435,4024199,2008,10508870,132513,3018723
Indiana State,3085650,3278705,2007,9457619,151807,2941457
Indiana State,2858416,3369601,2006,9245659,130722,2886920
Indiana State,2584578,2981868,2005,8762377,354304,2841627
Nebraska-Omaha,2417287,5110800,2014,13693874,1477131,4688656
Nebraska-Omaha,2276918,4984288,2013,12702133,1077246,4363681
Jacksonville State,4287180,4251905,2014,12909804,35367,4335352
Jacksonville State,4808395,3308630,2013,12619261,51548,4450688
Jacksonville State,4663382,3362043,2012,12261404,61158,4174821
Jacksonville State,4339755,3274737,2011,12154751,50502,4489757
Jacksonville State,3666413,2453248,2010,10141416,47948,3973807
Jacksonville State,3042050,2717312,2009,9968292,6900,4202030
Jacksonville State,2850810,2514392,2008,9468579,0,4103377
Jacksonville State,2472738,3611996,2007,9459970,0,3375236
Portland State,4395720,4543012,2014,14401920,591995,4871193
Portland State,4372879,3902221,2013,13687793,676950,4735743
Portland State,4076616,3688751,2012,12979483,652997,4561119
Portland State,3595222,3588972,2011,11302200,282237,3835769
Portland State,3358605,3118139,2010,10663386,213502,3973140
Portland State,2925263,3259212,2009,10322983,220263,3918245
Portland State,2724350,3360197,2008,9929285,232694,3612044
Portland State,2675487,3561915,2007,9648730,179828,3231500
Portland State,2504130,2194955,2006,8092805,223455,3170265
Portland State,2511789,2352731,2005,8066108,335179,2866409
Weber State,3033498,5887291,2014,13407076,238474,4247813
Weber State,2872140,5153594,2013,12285592,208108,4051750
Weber State,2657230,4664947,2012,11610450,240167,4048106
Weber State,2463552,4381148,2011,10869522,194853,3829969
Weber State,2164658,4157368,2010,10143277,79152,3742099
Weber State,2117081,3709732,2009,9717348,7725,3882810
Weber State,2147870,3333438,2008,8925026,0,3443718
Weber State,1948333,3009087,2007,8247027,31473,3258134
Weber State,1858506,3057189,2006,7934215,17039,3001481
Weber State,1718446,2179403,2005,6863300,16278,2949173
California State-Bakersfield,2356994,5471056,2014,12799589,675933,4295606
California State-Bakersfield,2167936,3938765,2013,10250465,60164,4083600
California State-Bakersfield,2148002,4177853,2012,10649029,208211,4114963
California State-Bakersfield,1967855,4179759,2011,10638484,183633,4307237
California State-Bakersfield,1807658,3315474,2010,8645474,203552,3318790
California State-Bakersfield,1614012,3531891,2009,9179820,148666,3885251
California State-Bakersfield,1375329,2780744,2008,8216520,208797,3851650
California State-Bakersfield,1097633,2530726,2007,7170423,336386,3205678
California State-Bakersfield,865304,2330736,2006,5806599,123719,2486840
California State-Bakersfield,578091,1891521,2005,5027042,59187,2498243
Northern Colorado,4387805,4711712,2014,13424556,50793,4274246
Northern Colorado,3810908,4457382,2013,12238351,57438,3912623
Northern Colorado,3642670,4363399,2012,11743605,75468,3662068
Northern Colorado,3010168,4301783,2011,10719587,63644,3343992
Northern Colorado,2773612,3742104,2010,9882315,66882,3299717
Northern Colorado,2550945,3589018,2009,9424655,32559,3252133
Northern Colorado,2295629,3661008,2008,8584426,47460,2580329
Northern Colorado,1988168,2871681,2007,7424484,40157,2524478
Northern Colorado,1634068,3473391,2006,7534495,49235,2377801
Northern Colorado,1292100,2978228,2005,5814920,0,1544592
Eastern Illinois,3811133,3930739,2014,13074791,404319,4928600
Eastern Illinois,3942939,3646280,2013,13290957,209536,5492202
Eastern Illinois,3687462,3862535,2012,12771828,295392,4926439
Eastern Illinois,3537628,3565403,2011,11747181,305574,4338576
Eastern Illinois,3233720,3601742,2010,11939966,913907,4190597
Eastern Illinois,3526829,3255487,2009,11325706,351051,4192339
Eastern Illinois,2770792,3456741,2008,10683774,458583,3997658
Eastern Illinois,2624527,3589677,2007,10029148,280936,3534008
Eastern Illinois,2398432,2817780,2006,8646730,221717,3208801
Eastern Illinois,2158838,2595956,2005,7924949,334785,2835370
New Jersey Tech,3707376,5328384,2014,12482364,55104,3391500
New Jersey Tech,3475341,5174890,2013,11737782,132192,2955359
New Jersey Tech,2842996,4935402,2012,10706684,102650,2825636
New Jersey Tech,2818558,4429960,2011,10014574,102680,2663376
New Jersey Tech,2909392,4500734,2010,10247533,176363,2661044
New Jersey Tech,2472810,4257139,2009,9423921,251988,2441984
New Jersey Tech,2285713,3849441,2008,8176182,212472,1828556
New Jersey Tech,1809498,3052213,2007,6492010,89136,1541163
New Jersey Tech,1440089,2599884,2006,5382593,87804,1254816
New Jersey Tech,825897,1165451,2005,3284869,110000,1183521
Radford,2878321,3917783,2014,12423704,934236,4693364
Radford,2831127,3493062,2013,11600355,762058,4514108
Radford,2665029,3254144,2012,10849661,644970,4285518
Radford,2487002,2844619,2011,10038771,487955,4219195
Radford,2329391,2959280,2010,10341093,957113,4095309
Radford,2159149,2952964,2009,8581230,194043,3275074
Radford,1995477,2686130,2008,7735449,306194,2747648
Radford,1729781,1806559,2007,6334550,461673,2336537
Radford,1521485,1669553,2006,5798437,512063,2095336
Radford,1337374,1508906,2005,5294251,503825,1944146
Delaware State,4111814,3564455,2014,13042248,169858,5196121
Delaware State,3957516,3688940,2013,12696251,128458,4921337
Delaware State,4397930,3496125,2012,12963142,184631,4884456
Delaware State,4351313,3474020,2011,12481207,211263,4444611
Delaware State,4798140,4007969,2010,13713941,175712,4732120
Delaware State,4675593,4301038,2009,13960101,102163,4881307
Delaware State,4744536,4267404,2008,14534335,206530,5315865
Delaware State,3623571,4775352,2007,17552691,4063988,5089780
Delaware State,3398426,3627137,2006,12059533,1219771,3814199
Delaware State,2554131,1888599,2005,6897037,0,2454307
California State-Northridge,2701867,3387722,2014,13002305,197197,6715519
California State-Northridge,2340853,2833200,2013,11368128,145714,6048361
California State-Northridge,2073485,2579997,2012,10532983,232644,5646857
California State-Northridge,1915060,2287900,2011,10020983,365914,5452109
California State-Northridge,1898336,2206113,2010,9224118,115479,5004190
California State-Northridge,1803046,2272702,2009,9492989,135722,5281519
California State-Northridge,1737739,2384342,2008,9391637,85559,5183997
California State-Northridge,1807797,2231462,2007,8391285,68680,4283346
California State-Northridge,1580304,1981291,2006,7729637,38594,4129448
California State-Northridge,1525953,2220008,2005,8110144,100007,4264176
Eastern Kentucky,4907475,3628039,2014,13033263,0,4497749
Eastern Kentucky,4633624,2964291,2013,11938695,0,4340780
Eastern Kentucky,4718325,3792140,2012,12954360,0,4443895
Eastern Kentucky,4467005,3683607,2011,12435604,6378,4278614
Eastern Kentucky,4316988,3828016,2010,12309887,11448,4153435
Eastern Kentucky,4248718,3404916,2009,12018653,8822,4356197
Eastern Kentucky,3752759,3227798,2008,11101413,4000,4116856
Eastern Kentucky,3674022,3096748,2007,10572400,4000,3797630
Eastern Kentucky,2986597,2899790,2006,9410851,6053,3518411
Eastern Kentucky,2695857,1990969,2005,7185898,4066,2495006
Massachusetts-Lowell,2710360,4698143,2014,12786739,137832,5240404
Massachusetts-Lowell,1735729,4877108,2013,10050071,0,3437234
Eastern Washington,3441566,5636860,2014,13360741,118749,4163566
Eastern Washington,2962116,4846673,2013,11538027,107720,3621518
Eastern Washington,2657343,4753623,2012,10941866,81382,3449518
Eastern Washington,2473516,3854583,2011,9783297,68635,3386563
Eastern Washington,2260927,3289481,2010,8712531,0,3162123
Eastern Washington,2041921,3612224,2009,8823524,31488,3137891
Eastern Washington,1877279,3359941,2008,7939850,24425,2678205
Eastern Washington,1683509,3752927,2007,8214519,0,2778083
Eastern Washington,1758925,2943708,2006,6681707,30270,1948804
Eastern Washington,1686556,3192293,2005,7089130,95214,2115067
Wisconsin-Milwaukee,3676245,3809881,2014,12965391,389052,5090213
Wisconsin-Milwaukee,3740273,3654753,2013,13421922,1097176,4929720
Wisconsin-Milwaukee,3254716,3440339,2012,12257732,913500,4649177
Wisconsin-Milwaukee,2976302,3404407,2011,11704055,969547,4353799
Wisconsin-Milwaukee,2875869,3440663,2010,11148602,405836,4426234
Wisconsin-Milwaukee,2569421,2899450,2009,10237850,523854,4245125
Wisconsin-Milwaukee,2570439,2964151,2008,9876016,466535,3874891
Wisconsin-Milwaukee,2446457,3960142,2007,10498257,619213,3472445
Wisconsin-Milwaukee,2235804,3729640,2006,9813945,429201,3419300
Wisconsin-Milwaukee,2159997,3194672,2005,8985426,602013,3028744
Winthrop,4502011,3711488,2014,12301745,0,4088246
Winthrop,3974271,4362220,2013,12264698,0,3928207
Winthrop,3799084,3527387,2012,11019828,0,3693357
Winthrop,3610705,3489124,2011,10672778,0,3572949
Winthrop,3684276,3718871,2010,10780645,0,3377498
Winthrop,3980420,3341105,2009,10458414,0,3136889
Winthrop,3461280,4604846,2008,11240036,0,3173910
Winthrop,3248339,3792342,2007,10050577,0,3009896
Winthrop,2806304,3612251,2006,8942188,0,2523633
Winthrop,2300429,2155070,2005,6758077,0,2302578
VMI,3877664,2684217,2014,11921483,814399,4545203
VMI,3771738,2508348,2013,11615757,880658,4455013
VMI,3813908,2437546,2012,11092350,769553,4071343
VMI,3405507,2581216,2011,10713583,624917,4101943
VMI,3221725,2124363,2010,9834258,643219,3844951
VMI,3055231,2536939,2009,10098137,507532,3998435
VMI,2695200,2402649,2008,9602822,459637,4045336
VMI,2245581,2342148,2007,8895516,499445,3808342
VMI,2234538,2042208,2006,8155946,386902,3492298
VMI,2253049,1763360,2005,7527004,375542,3135053
Idaho State,4003627,3706862,2014,12491220,1167393,3613338
Idaho State,3963946,3886910,2013,11547220,306175,3390189
Idaho State,3518482,3705680,2012,11763774,1251769,3287843
Idaho State,3223933,3714135,2011,10802675,311917,3552690
Idaho State,3070816,3705841,2010,10430535,259211,3394667
Idaho State,2833134,3592377,2009,9938706,216703,3296492
Idaho State,2687858,3559922,2008,9783294,208873,3326641
Idaho State,2674322,3906669,2007,10263462,223966,3458505
Idaho State,2529525,3373610,2006,9195297,198929,3093233
Idaho State,2456028,2431119,2005,7872156,134899,2850110
Florida A&M,3324322,4102122,2014,12415520,463153,4525923
Florida A&M,3233330,3469024,2013,11689605,484088,4503163
Florida A&M,2969917,3401246,2012,11005786,493606,4141017
Florida A&M,2660711,3867326,2011,11237523,642253,4067233
Florida A&M,2589695,3003022,2010,9811480,566196,3652567
Florida A&M,2386245,2617885,2009,8828360,449585,3374645
Florida A&M,2305312,2987049,2008,9731064,531105,3907598
Florida A&M,3421897,2112154,2007,9368482,123665,3710766
Florida A&M,2276351,1379892,2006,6375856,244098,2475515
Florida A&M,2804883,1801765,2005,6324411,173918,1543845
California State-Fullerton,2423049,3426929,2014,12280700,387229,6043493
California State-Fullerton,2273086,3636828,2013,11431787,215188,5306685
California State-Fullerton,2151140,2566621,2012,10408792,215600,5475431
California State-Fullerton,1957693,2713884,2011,10426564,207602,5547385
California State-Fullerton,1760811,2767327,2010,9761434,326546,4906750
California State-Fullerton,1688835,2556752,2009,9876294,64451,5566256
California State-Fullerton,1593954,2348719,2008,9274004,124062,5207269
California State-Fullerton,1441464,2192841,2007,9314135,1251417,4428413
California State-Fullerton,1394735,2579170,2006,8896164,412525,4509734
California State-Fullerton,1371959,2378123,2005,7931234,145542,4035610
North Carolina Wilmington,2491325,4140904,2014,12351215,580090,5138896
North Carolina Wilmington,2379862,3388867,2013,11292111,478008,5045374
North Carolina Wilmington,2482239,4466661,2012,11754878,0,4805978
North Carolina Wilmington,2410647,4222459,2011,11386484,0,4753378
North Carolina Wilmington,1817983,3473273,2010,9475358,0,4184102
North Carolina Wilmington,1797210,3140652,2009,8822579,0,3884717
North Carolina Wilmington,1756248,3091069,2008,8390217,0,3542900
North Carolina Wilmington,1694563,2777658,2007,8238962,0,3766741
North Carolina Wilmington,1758285,2473007,2006,7775897,200000,3344605
North Carolina Wilmington,1691640,2463697,2005,7229222,0,3073885
Norfolk State,4022767,3933171,2014,12823816,603138,4264740
Norfolk State,3850689,5673949,2013,14152218,692734,3934846
Norfolk State,3558278,4120601,2012,11663885,486849,3498157
Norfolk State,3454199,4619350,2011,11903874,531799,3298526
Norfolk State,2965653,3044476,2010,9416582,485176,2921277
Norfolk State,2984561,3298039,2009,9441716,468641,2690475
Norfolk State,2677094,3341471,2008,9043107,424537,2600005
Norfolk State,2544921,2919211,2007,8211136,501914,2245090
Norfolk State,2450313,2185343,2006,7600143,365557,2598930
Norfolk State,2062339,2016723,2005,7222331,808720,2334549
Louisiana-Monroe,3373815,4750860,2014,12336499,264428,3947396
Louisiana-Monroe,2862731,4375087,2013,11439382,690244,3511320
Louisiana-Monroe,2571823,4724417,2012,10769839,215235,3258364
Louisiana-Monroe,2407413,4240428,2011,10164038,422263,3093934
Louisiana-Monroe,2343976,4617933,2010,10700417,704566,3033942
Louisiana-Monroe,2157922,4645522,2009,10131066,574627,2752995
Louisiana-Monroe,2011577,4156790,2008,9242021,444074,2629580
Louisiana-Monroe,1884856,4115908,2007,8658622,105222,2552636
Louisiana-Monroe,1653841,3503509,2006,7604242,78593,2368299
Louisiana-Monroe,1595591,2791538,2005,6647569,142734,2117706
Western Illinois,4024001,4377934,2014,13025873,381294,4242644
Western Illinois,3796440,3919194,2013,12094058,156449,4221975
Western Illinois,3491007,3597223,2012,11109292,254153,3766909
Western Illinois,3229616,3357084,2011,10430495,176580,3667215
Western Illinois,2979318,3145315,2010,9976654,166744,3685277
Western Illinois,2845899,3478837,2009,9865051,207109,3333206
Western Illinois,2536206,3758336,2008,9656733,218965,3143226
Western Illinois,2282846,2928199,2007,8109555,99356,2799154
Western Illinois,1999079,2708820,2005,7398465,262607,2427959
Austin Peay,4350649,4592728,2014,12698929,101837,3653715
Austin Peay,4002860,2561305,2013,9854277,152439,3137673
Austin Peay,4011382,2288196,2012,9622460,243783,3079099
Austin Peay,3535906,2397722,2011,8850462,122055,2794779
Austin Peay,3065957,1578910,2010,7203428,57763,2500798
Austin Peay,2862598,1962139,2009,7398004,30590,2542677
Austin Peay,2327924,1794030,2008,6541585,32404,2387227
Austin Peay,1909839,1459737,2007,5484588,46044,2068968
Austin Peay,1479685,1452196,2006,4845845,80788,1833176
Austin Peay,1273021,1234792,2005,4318435,0,1810622
Northwestern State La,3913496,4104924,2014,11621515,395210,3207885
Northwestern State La,3783008,4745978,2013,12339549,748981,3061582
Northwestern State La,3435019,4151057,2012,11018299,452903,2979320
Northwestern State La,3173996,3755574,2011,10440550,711746,2799234
Northwestern State La,2903868,3601206,2010,9648381,492835,2650472
Northwestern State La,2684638,3742678,2009,9793670,576469,2789885
Northwestern State La,2481679,3718376,2008,8974456,505907,2268494
Northwestern State La,2266604,3285448,2007,7355431,268567,1534812
Northwestern State La,1935104,2770786,2006,6277547,241211,1330446
Northwestern State La,1894541,2804790,2005,6374868,301044,1374493
Northern Kentucky,2834826,4556502,2014,11430809,318565,3720916
Northern Kentucky,2475292,4823554,2013,11183718,296633,3588239
Oakland,3770672,3238801,2014,11537425,0,4527952
Oakland,3839792,5143914,2013,12984095,0,4000389
Oakland,3390936,3703751,2012,10681019,0,3586332
Oakland,3144577,3737124,2011,10552561,0,3670860
Oakland,2934704,3278597,2010,9790351,6792,3570258
Oakland,2833135,3484272,2009,9721819,30000,3374412
Oakland,2539454,3002294,2008,8566369,30000,2994621
Oakland,2287956,3269308,2007,8290433,30000,2703169
Oakland,1927977,2986949,2006,7335393,25000,2395467
Oakland,1591027,2101066,2005,5906709,25000,2189616
Texas-Arlington,3291301,4963754,2014,13068075,243658,4569362
Texas-Arlington,3286143,5923834,2013,13970673,192172,4568524
Texas-Arlington,2940267,3953118,2012,10770129,337714,3539030
Texas-Arlington,2834210,3184204,2011,9357775,198807,3140554
Texas-Arlington,2575187,2900474,2010,8905945,459754,2970530
Texas-Arlington,2417657,2771521,2009,8411239,416641,2805420
Texas-Arlington,2097843,2854441,2008,7791714,164601,2674829
Texas-Arlington,2073299,2408896,2007,6985790,137276,2366319
Texas-Arlington,1934529,2127995,2006,6562539,269386,2230629
Texas-Arlington,1870311,1693641,2005,5834970,112099,2158919
Central Arkansas,3351709,3355862,2014,11418457,965298,3745588
Central Arkansas,3185815,3086952,2013,10405098,966329,3166002
Central Arkansas,2850844,2945809,2012,9658874,775334,3086887
Central Arkansas,2696233,2572312,2011,9020100,751130,3000425
Central Arkansas,2606595,2637949,2010,8250611,704743,2301324
Central Arkansas,2392357,2500509,2009,8019339,820286,2306187
Central Arkansas,2200769,2550601,2008,7349688,474863,2123455
Central Arkansas,1904955,2393112,2007,6938054,733092,1906895
Central Arkansas,1276808,1827592,2006,5642254,866974,1670880
Central Arkansas,1013104,1286117,2005,4339335,752295,1287819
Tennessee State,3222772,4620905,2014,12166057,214292,4108088
Tennessee State,2891941,5435776,2013,12490574,334671,3828186
Tennessee State,2990696,3831116,2012,11011386,473651,3715923
Tennessee State,2733700,4142377,2011,10719239,286183,3556979
Tennessee State,2667858,3497118,2010,9607967,155206,3287785
Tennessee State,2270399,3011251,2009,8862324,171372,3409302
Tennessee State,2446166,3348183,2008,9448799,204429,3450021
Tennessee State,2204923,3154428,2007,8758805,174091,3225363
Tennessee State,2206397,2875708,2006,8318948,218852,3017991
Tennessee State,1908693,3359980,2005,7595547,149093,2177781
Southeastern Louisiana,3717524,3837858,2014,12157552,734446,3867724
Southeastern Louisiana,3703948,3292107,2013,10920225,308183,3615987
Southeastern Louisiana,3270118,3626597,2012,10680831,224546,3559570
Southeastern Louisiana,3345683,2940439,2011,9593098,193073,3113903
Southeastern Louisiana,2901839,2800357,2010,8682579,141265,2839118
Southeastern Louisiana,2677440,3127573,2009,9262399,356681,3100705
Southeastern Louisiana,2522644,3081981,2008,8549078,81484,2862969
Southeastern Louisiana,2116268,2772875,2007,7305442,41602,2374697
Southeastern Louisiana,1965772,2302169,2006,6847175,131764,2447470
Southeastern Louisiana,1878054,2612884,2005,7376077,277953,2607186
Missouri-Kansas City,3655175,5509709,2014,13904762,818496,3921381
Missouri-Kansas City,3435483,4684506,2013,12505431,710265,3675177
Missouri-Kansas City,3221597,4336659,2012,12095001,982081,3554664
Missouri-Kansas City,2983863,4044119,2011,11146614,843173,3275458
Missouri-Kansas City,2861914,4580366,2010,11697581,1140299,3115002
Missouri-Kansas City,2651894,4376273,2009,10030151,198530,2803455
Missouri-Kansas City,2035998,4164162,2008,8485139,91285,2193695
Missouri-Kansas City,1913665,3299669,2007,6964177,63455,1687389
Missouri-Kansas City,1927420,2987179,2006,6500214,155477,1430138
Missouri-Kansas City,1974606,3791711,2005,7341689,203943,1371429
Cleveland State,2975273,3327022,2014,11446911,767805,4376811
Cleveland State,2968080,3270377,2013,11290814,838408,4213949
Cleveland State,3001605,3203813,2012,10911800,671496,4034886
Cleveland State,2902681,3417968,2011,10630516,323432,3986435
Cleveland State,2587173,3361021,2010,10137569,425070,3764305
Cleveland State,2526880,2995178,2009,10018891,619848,3876985
Cleveland State,2478645,2344770,2008,8759138,619110,3316613
Cleveland State,2265661,2456784,2007,8345574,527025,3096104
Cleveland State,2177984,2453006,2006,7936941,484338,2821613
Cleveland State,1930569,2141379,2005,7120902,404156,2644798
Western Carolina,2826548,3601211,2014,11466187,432444,4605984
Western Carolina,2729625,3822321,2013,11387194,274649,4560599
Western Carolina,2582234,3828740,2012,11605915,289918,4905023
Western Carolina,887525,3307280,2011,8667706,273641,4199260
Western Carolina,795143,3305863,2010,8495436,279616,4114814
Western Carolina,1129449,3942304,2009,8761910,54170,3635987
Western Carolina,1398535,3529147,2008,8420162,32415,3460065
Western Carolina,1407831,3189333,2007,7650503,24056,3029283
Western Carolina,1418803,3233517,2006,7527394,73365,2801709
Western Carolina,1313448,2966896,2005,7001101,101322,2619435
North Carolina A&T,2849151,4389949,2014,11808863,163497,4406266
North Carolina A&T,2679426,5226376,2013,12265815,146354,4213659
North Carolina A&T,2369287,4352115,2012,10521502,116999,3683101
North Carolina A&T,2558721,3214126,2011,9602618,249172,3580599
North Carolina A&T,2247863,3159512,2010,8988951,274486,3307090
North Carolina A&T,2141317,3272592,2009,8978310,354446,3209955
North Carolina A&T,2113460,2816654,2008,8144668,298530,2916024
North Carolina A&T,2079551,2960814,2007,7952151,295465,2616321
